Count Start Date,Road Name,Carriageway Start Name,Carriageway End Name,5 Day ADT,7 Day ADT,Saturday Volume,Sunday Volume,AM Peak Volume,AM Peak Hour,Mid Peak Volume,Mid Peak Hour,PM Peak Volume,PM Peak Hour,Car,LCV,MCV,HCV-I,HCV-II,HCV Total,latitude,longitude
2018-03-03,JONES RD (OMAHA FLATS) 0 to 45 m,OMAHA FLATS RD,END OF SEAL,576.0,561.0,530.0,514.0,61,,71,1330.0,108,,0.85,0.01,0.09,0.05,0.0,0.14,-36.34137280764105,174.75350843288155
2018-03-03,PORTSMOUTH RD,BOMBAY RD,BARBER RD,515.0,491.0,442.0,422.0,59,,49,,56,1745.0,0.88,0.03,0.08,0.01,0.0,0.09,-37.17785073142356,174.9870287617857
2018-03-03,GREAT SOUTH RD (RAMARAMA),BRIDGE (2ND ABUTMENT),PITT RD (LHS),5230.0,4767.0,3665.0,3555.0,440,,367,,556,,0.75,0.02,0.16,0.03,0.04,0.23,-37.113316995595945,174.94480410793747
2018-03-03,WAIHOEHOE RD (RUNCIMAN) (SR),FITZGERALD RD,APPLEBY RD,2036.0,1968.0,1969.0,1627.0,189,,170,,200,1530.0,0.9,0.02,0.07,0.01,0.0,0.08,-37.104799693440114,174.96176904016139
2018-03-05,DON BUCK RD,WAIMUMU RD,MALMO PL,17269.0,16068.0,14344.0,11789.0,1548,,1222,,1550,,0.96,0.01,0.02,0.01,0.0,0.03,-36.8430136043943,174.60590900192236
2018-03-06,MARTINS BAY RD 0 to 2529 m,RIDGE RD,WIDTH CHANGE,624.0,743.0,1195.0,888.0,81,,126,,134,,0.92,0.04,0.04,0.0,0.0,0.04,-36.44479640859908,174.74332677386596
2018-03-06,RIDGE RD (MAHURANGI EAST) 0 to 3805 m,MAHURANGI EAST RD,RURAL_URBAN,530.0,566.0,746.0,570.0,50,,72,,83,,0.92,0.04,0.04,0.0,0.0,0.04,-36.44386516220858,174.73857548866044
2018-03-06,WAITEITEI RD,WHANGARIPO VALLEY RD,DAY RD,2629.0,2732.0,2908.0,3074.0,220,,369,1300.0,317,,0.92,0.03,0.03,0.02,0.0,0.05,-36.27622775258325,174.56234489299726
2018-03-06,MANGATAWHIRI RD 1124 to 1665 m,PARAOA CRES (NORTH),PARAOA CRES (SOUTH),500.0,608.0,1003.0,756.0,95,,112,,95,,0.92,0.02,0.05,0.01,0.0,0.06,-36.351782110249346,174.7840856437031
2018-03-06,STREDWICK DR,GLENVAR RD,ALLENDER DR,1063.0,1019.0,975.0,840.0,131,,97,,108,,0.94,0.01,0.03,0.01,0.0,0.04,-36.694359950507504,174.73057885764808
2018-03-07,WAITEITEI RD,DAY RD,POOL RD,2589.0,2697.0,2885.0,3052.0,221,,367,1300.0,314,,0.89,0.03,0.06,0.01,0.01,0.08,-36.24607805328075,174.57578897226466
2018-03-07,WAITEITEI RD,POOL RD,SILVER HILL RD,2518.0,2635.0,2846.0,3009.0,216,,351,1300.0,313,,0.88,0.03,0.07,0.01,0.01,0.09,-36.22991407773926,174.57311683946753
2018-03-07,WAITEITEI RD,POOL RD,SILVER HILL RD,2536.0,2658.0,2882.0,3048.0,225,,351,1300.0,320,,0.91,0.03,0.04,0.01,0.01,0.06,-36.23706786944444,174.57614220788827
2018-03-07,WAITEITEI RD,SILVER HILL RD,MANGAWHAI RD,2549.0,2659.0,2850.0,3021.0,219,,360,1300.0,310,,0.88,0.03,0.07,0.01,0.01,0.09,-36.22365767392574,174.57519438705162
2018-03-07,WAITEITEI RD,WHANGARIPO VALLEY RD,DAY RD,2586.0,2692.0,2879.0,3034.0,223,,357,1300.0,315,,0.88,0.03,0.07,0.01,0.01,0.09,-36.265289605140445,174.56743668518172
2018-03-07,WAITEITEI RD,WHANGARIPO VALLEY RD,DAY RD,2569.0,2679.0,2865.0,3043.0,223,,367,1300.0,313,,0.85,0.03,0.1,0.01,0.01,0.12,-36.25394551148568,174.5759581117167
2018-03-08,CENTREWAY RD 525 to 909 m,WEITI RD,RIVERSIDE RD,9357.0,8653.0,7607.0,6181.0,1138,,766,,1010,,0.94,0.01,0.03,0.02,0.0,0.05,-36.59160016971236,174.6943892189626
2018-03-08,CENTREWAY RD 1437 to 1922 m,FLORENCE AVE,WEST HOE RD,4584.0,4348.0,4070.0,3445.0,489,,432,,457,,0.95,0.01,0.04,0.0,0.0,0.04,-36.582360202745235,174.68999594377487
2018-03-08,CENTREWAY RD 0 to 525 m,MAIN RD (S.H.1) 2,WEITI RD,9193.0,8544.0,7600.0,6246.0,1132,,734,,1024,,0.95,0.01,0.03,0.01,0.0,0.04,-36.59618694706575,174.69827911140774
2018-03-09,KING GEORGE AVE,THE DRIVE,GILLIES AVE,10495.0,9833.0,9132.0,7225.0,840,,772,,947,,0.97,0.0,0.02,0.01,0.0,0.03,-36.889189182568735,174.77088697731594
2018-03-09,LUCERNE RD,REMUERA RD,VENTNOR RD,6490.0,5940.0,4883.0,4251.0,765,,444,,621,,0.98,0.0,0.02,0.0,0.0,0.02,-36.87911152018607,174.81335632643825
2018-03-09,MERTON RD (ST JOHNS),RONALD ALGIE PL,TISDALL CRES,11071.0,10372.0,9480.0,7769.0,916,,895,,1007,,0.93,0.0,0.02,0.05,0.0,0.07,-36.8793199765442,174.84373286394492
2018-03-09,ST ANDREWS RD,ABERFOYLE ST,PENCARROW RD,7220.0,6915.0,7124.0,5179.0,718,,638,,725,,0.97,0.0,0.02,0.01,0.0,0.03,-36.88967830310018,174.76648831677826
2018-03-09,VALE RD,CLIFF RD,CLARENDON RD,5585.0,5310.0,5005.0,4239.0,559,,416,,539,,0.95,0.0,0.04,0.01,0.0,0.05,-36.8500659217628,174.86030150165726
2018-03-09,PORTLAND RD,WESTBURY CRES,EASTBOURNE RD,7005.0,6451.0,5628.0,4509.0,781,,534,,786,,0.98,0.0,0.01,0.01,0.0,0.02,-36.87757644670609,174.79275477993258
2018-03-09,TAMAKI DR,NGAPIPI RD,OKAHU ST,19538.0,20172.0,23738.0,19776.0,1578,,1744,,1826,,0.96,0.01,0.02,0.01,0.0,0.03,-36.85167938825754,174.81365009012168
2018-03-09,STONEFIELDS AVE,MORRIN RD RAB,COLLEGE RD,6201.0,5666.0,4206.0,4455.0,752,,538,,573,,0.96,0.0,0.03,0.01,0.0,0.04,-36.88978071504048,174.84048347936158
2018-03-09,RIDDELL RD,PEACOCK ST,ABINGDON PL,1792.0,1816.0,1869.0,1882.0,182,,193,,180,,0.92,0.0,0.04,0.04,0.0,0.08,-36.849681595410104,174.87443461422794
2018-03-09,SHORE RD,VICTORIA AVE (LHS),ORAKEI RD RAB,17092.0,15938.0,14317.0,11789.0,1484,,1409,,1665,,0.98,0.0,0.01,0.01,0.0,0.02,-36.86421873362407,174.80109126488074
2018-03-09,ST HELIERS BAY RD,PARKSIDE ST,WOODSIDE CRES,8121.0,7872.0,7915.0,6582.0,678,,691,,706,,0.96,0.0,0.03,0.01,0.0,0.04,-36.85753915578402,174.86022469220876
2018-03-09,ASCOT AVE (REMUERA),REMUERA RD,COTTER AVE,11012.0,10927.0,11453.0,9975.0,776,,855,,855,,0.94,0.01,0.04,0.01,0.0,0.05,-36.882398839560345,174.80227003825047
2018-03-09,PAKIRI BLOCK RD 8100 to 14107 m,RAHUIKIRI RD,DUNNING RD,90.0,85.0,85.0,63.0,11,700.0,16,,16,,0.85,0.03,0.05,0.04,0.03,0.12,-36.2446475614328,174.68278292600814
2018-03-09,CALLIOPE RD,HIGH ST,SHOAL BAY RD,5690.0,5232.0,4316.0,3860.0,657,,393,,517,,0.97,0.01,0.02,0.0,0.0,0.02,-36.82886277040589,174.79429694797756
2018-03-09,LINK DR 237 to 827 m,CROFTFIELD LANE,SUNNYNOOK RD,12995.0,13054.0,14124.0,12280.0,750,,1436,1330.0,1244,,0.96,0.0,0.03,0.01,0.0,0.04,-36.76504596002156,174.7379359342285
2018-03-09,SUNSET RD (WEST) 753 to 1357 m,TRIAS RD,MEADOWOOD DR,14131.0,13037.0,11026.0,9580.0,1527,,1010,,1275,,0.95,0.01,0.03,0.01,0.0,0.04,-36.75660274227097,174.72537848995066
2018-03-09,KING EDWARD PDE 344 to 675 m,MAYS ST,CHURCH ST,4350.0,4404.0,4923.0,4155.0,309,,456,1330.0,513,,0.95,0.0,0.03,0.02,0.0,0.05,-36.83081030621924,174.802594924867
2018-03-09,SUNSET RD (WEST) 0 to 243 m,ALBANY HIGHWAY,GIRRAHWEEN DR,14836.0,14028.0,12857.0,11158.0,1404,,1142,,1384,,0.94,0.01,0.04,0.01,0.0,0.05,-36.764609695544515,174.72020282477473
2018-03-09,WAYBY VALLEY RD,RUSTYBROOK RD,WHANGARIPO VALLEY RD,2543.0,2622.0,2846.0,2795.0,245,,336,,296,,0.87,0.03,0.03,0.02,0.05,0.1,-36.2855523578783,174.5655148026132
2018-03-09,GREAT SOUTH RD (NEWMARKET) (CWC),PURIRI AVE,ATARANGI RD,30247.0,28401.0,26019.0,21555.0,0,645.0,0,1130.0,0,1615.0,0.93,0.01,0.03,0.03,0.0,0.06,-36.89165557753733,174.79572113043957
2018-03-09,SUNNYNOOK RD (WEST) 1642 to 2069 m,TOTARAVALE DR,TARGET RD,10229.0,9728.0,9275.0,7676.0,1023,,966,,953,,0.97,0.0,0.02,0.01,0.0,0.03,-36.76359025352764,174.73515836325984
2018-03-09,UPPER HARBOUR DR 569 to 1254 m,EMILY LANE,KERERU GR,6665.0,5953.0,4413.0,3929.0,937,,504,,725,,0.95,0.01,0.03,0.01,0.0,0.04,-36.76665468103193,174.70211020853853
2018-03-09,UPPER HARBOUR DR 2033 to 2775 m,BERNARD MAGNUS LANE,SHELTER RD,4221.0,3771.0,2844.0,2451.0,697,,288,,461,,0.94,0.01,0.04,0.01,0.0,0.05,-36.77420421776608,174.69291016332173
2018-03-09,TOMARATA VALLEY RD,DAY RD,SCHOOL RD,536.0,485.0,338.0,377.0,70,,73,,69,,0.83,0.02,0.04,0.05,0.06,0.15,-36.22782993215277,174.6185254478261
2018-03-09,SCHOOL RD 3 (TOMARATA) 4364 to 5836 m,TOMARATA VALLEY RD,END OF SEAL,452.0,393.0,212.0,279.0,95,,71,,68,,0.82,0.02,0.06,0.07,0.03,0.16,-36.23049281836055,174.62623536342932
2018-03-10,WILKS RD (EAST),ALPURT BRIDGE,EAST COAST RD,2002.0,1759.0,1313.0,991.0,234,,151,,300,,0.86,0.02,0.08,0.04,0.0,0.12,-36.65021467169638,174.66840003720293
2018-03-10,POTTER RD 0 to 1728 m,S HWAY 17,SUNNYSIDE RD,1182.0,1125.0,996.0,966.0,109,700.0,93,,124,1515.0,0.94,0.01,0.04,0.01,0.0,0.05,-36.69936273879122,174.66548808174187
2018-03-10,REDOUBT RD (MANUKAU HEIGHTS) (SE),HILLTOP RD,MURPHYS RD,16048.0,15397.0,15161.0,12381.0,1325,,1397,,1523,1745.0,0.93,0.01,0.06,0.0,0.0,0.06,-36.98918476148634,174.91359398833086
2018-03-11,GREAT SOUTH RD (RAMARAMA),BOMBAY RD (LIGHTPOLE LHS),MILL RD RAB,1556.0,1461.0,1315.0,1131.0,148,,164,,177,,0.83,0.03,0.11,0.01,0.02,0.14,-37.190177049150044,174.98398351040808
2018-03-11,MILL RD (BOMBAY),SH 1 OVERBRIDGE (2ND ABUTMENT),GREAT SOUTH RD RAB,12354.0,11664.0,10686.0,9189.0,917,830.0,1010,,1539,,0.86,0.02,0.08,0.02,0.02,0.12,-37.19220198172096,174.98361968496363
2018-03-11,BRADBURY RD,HIGHLAND PARK DR,LEXINGTON DR,3892.0,3775.0,3728.0,3236.0,399,,318,,424,,0.96,0.01,0.03,0.0,0.0,0.03,-36.90427412870806,174.91404075200165
2018-03-12,TE ATATU RD,CONISTON AVE,TIROROA AVE,25518.0,25016.0,25186.0,22335.0,1696,,1899,,2040,,0.96,0.0,0.03,0.01,0.0,0.04,-36.8716083039097,174.6458408480091
2018-03-12,TE ATATU RD,KOKIRI ST,MILTONIA AVE,20102.0,19673.0,19733.0,17470.0,1459,,1569,,1695,,0.93,0.01,0.05,0.01,0.0,0.06,-36.87915461175558,174.64635063079388
2018-03-12,PUKEKOHE EAST RD,MORGAN RD (POWERPOLE LHS),HARRISVILLE RD,15094.0,14203.0,13233.0,10722.0,1221,,1253,,1450,1745.0,0.86,0.02,0.1,0.01,0.01,0.12,-37.197894748883904,174.95563638474732
2018-03-12,BADDELEYS BEACH RD 0 to 1304 m,TAKATU RD,CLINTON RD,342.0,339.0,366.0,298.0,37,,45,1030.0,41,,0.91,0.04,0.03,0.02,0.0,0.05,-36.370522799568185,174.76525302623668
2018-03-12,TAKATU RD,OMAHA FLATS RD,WHITMORE RD,1492.0,1507.0,1628.0,1464.0,133,,187,,177,,0.91,0.03,0.04,0.02,0.0,0.06,-36.35043902631287,174.73326374227346
2018-03-12,TAKATU RD,END OF SEAL_ROAD NARROWS,START OF SEAL,382.0,466.0,663.0,688.0,61,,91,,89,,0.91,0.02,0.06,0.01,0.0,0.07,-36.37823071068107,174.78339662981907
2018-03-12,PUKEKOHE EAST RD,END PASSING LANE (POWERPOLE RHS),RUNCIMAN RD,16089.0,15126.0,14100.0,11338.0,1373,,1328,,1570,1745.0,0.82,0.02,0.14,0.01,0.01,0.16,-37.19613446631645,174.94595835008147
2018-03-12,MANUKAU RD (PUKEKOHE),HARRIS ST,CUSTOM ST,16005.0,15126.0,14340.0,11517.0,1273,830.0,1519,,1343,,0.9,0.02,0.07,0.01,0.0,0.08,-37.20491073743309,174.9089895237419
2018-03-12,OLD MILL RD (GREY LYNN),BULLOCK TRACK,FRANCIS ST,10176.0,9900.0,9916.0,8504.0,1012,,934,,988,,0.95,0.0,0.04,0.01,0.0,0.05,-36.86256259775136,174.72686107054648
2018-03-12,MASSEY AVE (PUKEKOHE),MANUKAU RD RAB,GRAHAM ST,12076.0,11481.0,11423.0,8567.0,1074,830.0,1150,,1081,,0.93,0.01,0.05,0.01,0.0,0.06,-37.20186748579172,174.90712137591527
2018-03-12,COLWILL RD,BANGLA PL,MESCAL ST,4723.0,4582.0,4617.0,3840.0,366,,349,,427,,0.96,0.01,0.03,0.0,0.0,0.03,-36.835539283294295,174.62528679751043
2018-03-12,PUKEKOHE EAST RD,BELGIUM RD RAB,ANSELMI RIDGE RD,16090.0,15112.0,14089.0,11247.0,1365,,1325,,1542,1745.0,0.89,0.02,0.07,0.01,0.01,0.09,-37.19719858244423,174.92441051970533
2018-03-12,MILL RD (BOMBAY),GREAT SOUTH RD RAB,BOMBAY RD (AT TEE),4476.0,4283.0,4238.0,3364.0,487,,413,,439,,0.91,0.03,0.06,0.0,0.0,0.06,-37.191264704595106,174.9873803396441
2018-03-12,MILL RD (BOMBAY),END PASSING LANE (POWERPOLE RHS),SPEED RESTRICTION,19173.0,18037.0,16821.0,13578.0,1501,830.0,1567,,1813,,0.85,0.02,0.11,0.01,0.01,0.13,-37.1961538911468,174.96769135647335
2018-03-12,EAST ST (PUKEKOHE),WILLOWGRANGE PL,BELGIUM RD RAB,14585.0,13777.0,13129.0,10383.0,1167,,1258,,1371,,0.87,0.02,0.09,0.01,0.01,0.11,-37.19691656403755,174.91901802845237
2018-03-12,TRIANGLE RD (WAITAKERE),BELLRINGER RD,MCCLINTOCK RD,9017.0,8312.0,7027.0,6077.0,796,,585,,785,,0.95,0.01,0.03,0.01,0.0,0.04,-36.8364082688439,174.60845095221333
2018-03-12,BOMBAY RD,SPEED RESTRICTION (LHS),PAPARATA RD (AT TEE),592.0,574.0,522.0,535.0,75,,69,,69,1745.0,0.9,0.02,0.08,0.0,0.0,0.08,-37.185129517634685,174.9893822936346
2018-03-12,TRIANGLE RD (WAITAKERE),WAIMUMU RD RAB,KEEGAN DR,11750.0,10766.0,8803.0,7812.0,742,,700,,1000,,0.95,0.01,0.02,0.02,0.0,0.04,-36.84385454202371,174.62428525309232
2018-03-13,OPAHEKE RD (PAPAKURA) (SW),CALLIS AVE,TASMAN DR,6960.0,6434.0,5547.0,4692.0,806,,564,,656,,0.94,0.01,0.05,0.0,0.0,0.05,-37.07430777021478,174.94819384543467
2018-03-13,ELLIOT ST,RAY SMALL DR (LHS),START ISLAND RHS,15134.0,13946.0,12185.0,9766.0,1083,,1153,,1405,,0.93,0.01,0.05,0.01,0.0,0.06,-37.06542121306456,174.93607856168796
2018-03-13,DOMINION RD (PAPAKURA),DENT PL,CROSKERY RD,6533.0,5923.0,4720.0,4077.0,556,,428,,634,,0.88,0.01,0.1,0.01,0.0,0.11,-37.06852135401322,174.96622136780667
2018-03-13,SETTLEMENT RD (PAPAKURA),DOMINION RD RAB,FAIRDALE AVE,6252.0,5971.0,5786.0,4751.0,487,,476,,491,1745.0,0.93,0.01,0.04,0.01,0.01,0.06,-37.065063934837326,174.96763915559785
2018-03-13,CLEVEDON RD,MARNE RD RAB,KEENEY CRT,15106.0,14566.0,13855.0,12576.0,1205,,1363,,1338,,0.93,0.02,0.05,0.0,0.0,0.05,-37.06121006949937,174.94941073340541
2018-03-13,GREAT SOUTH RD (PAPAKURA),BUTTERWORTH AVE,ROSEHILL DR,21091.0,19910.0,17621.0,16296.0,2036,,1776,,1888,,0.92,0.02,0.05,0.01,0.0,0.06,-37.07520861899469,174.94272773988493
2018-03-13,GREAT SOUTH RD (PAPAKURA),GATLAND RD,MIRO ST,15336.0,14577.0,13050.0,12311.0,1590,,1501,,1532,,0.9,0.02,0.07,0.01,0.0,0.08,-37.08824277210506,174.94318424455227
2018-03-13,GREAT SOUTH RD (PAPAKURA),NELSON ST,CHAPEL ST,17192.0,16401.0,15221.0,13622.0,1342,,1468,,1457,,0.93,0.01,0.04,0.01,0.01,0.06,-37.068002018929626,174.94360109146655
2018-03-13,HUNUA RD (PAPAKURA),SETTLEMENT RD,CALVERT ST,9048.0,7559.0,4577.0,3100.0,729,,714,,742,,0.79,0.01,0.14,0.04,0.02,0.2,-37.06723558899414,174.95786533380556
2018-03-13,SETTLEMENT RD (PAPAKURA),LAURIE AVE,SCOTT RD,16619.0,15089.0,12240.0,10289.0,1258,,1180,,1248,1745.0,0.85,0.01,0.11,0.02,0.01,0.14,-37.066318397478,174.95609847467458
2018-03-13,WILLIS RD,LAURIE AVE,SCOTT RD,5637.0,5237.0,4482.0,3988.0,470,,384,,500,1815.0,0.96,0.01,0.03,0.0,0.0,0.03,-37.06140945909132,174.95536509087626
2018-03-13,CLEVEDON RD,BUSING AVE,COSGRAVE RD,14317.0,13678.0,12579.0,11579.0,1165,,1221,,1256,1745.0,0.93,0.02,0.04,0.01,0.0,0.05,-37.05520636727215,174.9582308417182
2018-03-14,BUSH RD (ALBANY) 1482 to 1742 m,TARNDALE GR,PIERMARK DR,20942.0,18244.0,12737.0,10259.0,1903,,1646,,1560,,0.91,0.01,0.06,0.01,0.01,0.08,-36.746668731575284,174.7054431474893
2018-03-14,BUSH RD (ALBANY) 998 to 1482 m,ROSEDALE RD,TARNDALE GR,19729.0,17223.0,12085.0,9831.0,1751,,1562,,1455,,0.93,0.01,0.04,0.01,0.01,0.06,-36.74316446286307,174.7046711871121
2018-03-14,COSGRAVE RD,END K&C RHS,WALTERS RD,14683.0,14005.0,13127.0,11488.0,1168,,1280,,1423,,0.94,0.01,0.05,0.0,0.0,0.05,-37.046305179729835,174.9541903653392
2018-03-14,FELTON MATHEW AVE,SIMKIN AVE,HOWARD HUNTER AVE,8171.0,7642.0,6847.0,5795.0,743,,590,,754,,0.94,0.0,0.04,0.02,0.0,0.06,-36.87384953501221,174.84949121371486
2018-03-14,PORCHESTER RD (PAPAKURA),POPES RD (LHS),PORCHESTER BRIDGE (1ST ABUTMENT),15680.0,14770.0,13460.0,11530.0,1597,,1260,,1731,,0.94,0.01,0.04,0.01,0.0,0.05,-37.029236706082315,174.9259638521843
2018-03-14,CROSSFIELD RD,ARAGON AVE,WASHINGTON AVE (POWERPOLE RHS),2406.0,2430.0,2579.0,2403.0,386,,325,,275,,0.91,0.01,0.07,0.01,0.0,0.08,-36.86707530553386,174.8694077376977
2018-03-14,REDOUBT RD (MANUKAU HEIGHTS) (SE),MILL RD (AT TEE),TIFFANY CL,1836.0,1772.0,1673.0,1552.0,173,,142,,159,1745.0,0.93,0.01,0.05,0.01,0.0,0.06,-36.99679510698957,174.92508890627002
2018-03-14,CLONBERN RD,REMUERA RD,OHINERAU ST,3482.0,3202.0,2766.0,2239.0,346,,288,,380,,0.97,0.0,0.02,0.01,0.0,0.03,-36.881602335505164,174.79713497534252
2018-03-14,MILL RD (ARDMORE),POPES RD,AIRFIELD RD RAB,16219.0,15496.0,14710.0,12667.0,1148,830.0,1428,,1618,,0.92,0.01,0.06,0.01,0.0,0.07,-37.028927015917944,174.94549368650212
2018-03-14,GROVE RD (PAPAKURA),HILL CRES,OLD WAIROA RD (LHS),4527.0,4230.0,3805.0,3167.0,390,,380,,430,,0.93,0.01,0.06,0.0,0.0,0.06,-37.055295901094034,174.9582668792267
2018-03-14,ASHBY AVE,MT TAYLOR DR,EMERSON ST,8187.0,7717.0,6842.0,6244.0,854,,635,,853,,0.96,0.01,0.02,0.01,0.0,0.03,-36.86694587605888,174.8592749282002
2018-03-14,BEAUMARIS WAY,TULLOCH PL,GLENGOWAN PL,5523.0,5325.0,5074.0,4586.0,432,,423,,473,,0.94,0.01,0.05,0.0,0.0,0.05,-37.041040536424376,174.91446788795776
2018-03-14,HUNUA RD (PAPAKURA),BOUNDARY RD,DOMINION RD,4631.0,3979.0,2738.0,1962.0,412,,373,,380,,0.73,0.02,0.18,0.03,0.04,0.25,-37.07649111930597,174.96824946207337
2018-03-14,AIRFIELD RD (ARDMORE) (SR),MILL RD RAB,CORSAIR LANE,2776.0,2568.0,2063.0,2029.0,284,,227,,313,,0.9,0.02,0.07,0.01,0.0,0.08,-37.03249017834434,174.95189134667854
2018-03-14,MANUROA RD,PRINCESS ST,REDING ST,9903.0,9657.0,9878.0,8208.0,568,830.0,801,,841,,0.92,0.01,0.06,0.01,0.0,0.07,-37.038745791570726,174.92038025369826
2018-03-14,ALLUM ST,TOWAI ST,MELANESIA RD (POWERPOLE LHS),3159.0,3051.0,2888.0,2670.0,301,,275,,337,,0.97,0.0,0.03,0.0,0.0,0.03,-36.8562754016491,174.84647659665583
2018-03-14,REDOUBT RD (MANUKAU HEIGHTS) (SE),TIFFANY CL,MICHAEL BOSHER WAY,1644.0,1583.0,1474.0,1385.0,165,,124,,151,1745.0,0.92,0.01,0.06,0.01,0.0,0.07,-36.996884539674774,174.92846218668745
2018-03-14,PAPAKURA-CLEVEDON RD (ARDMORE) (SW),DOMINION RD,HEARD RD,8021.0,7208.0,5272.0,5082.0,1082,,509,,831,,0.88,0.02,0.08,0.01,0.01,0.1,-37.05340832595686,174.96721437820798
2018-03-14,CLYDE RD (BROWNS BAY) 0 to 544 m,BROWNS BAY RD,MANLY ESPLANANDE,5372.0,5321.0,5463.0,4922.0,420,,539,,494,,0.96,0.0,0.02,0.02,0.0,0.04,-36.72026614464151,174.748402785056
2018-03-14,DIANA DR 396 to 686 m,HILLSIDE RD,ASHFIELD RD,9933.0,9254.0,8301.0,6814.0,785,,787,,872,,0.95,0.01,0.03,0.01,0.0,0.04,-36.7755511718585,174.73269404566173
2018-03-14,PORCHESTER RD (PAPAKURA),INGRAM ST (LIGHTPOLE RHS),SUBWAY RD,10815.0,10184.0,9383.0,7828.0,722,,930,,912,,0.92,0.01,0.06,0.01,0.0,0.07,-37.0587948985871,174.94225278597162
2018-03-14,WORDSWORTH RD,BEDLINGTON AVE,ROWANDALE AVE RAB,7370.0,6917.0,6093.0,5476.0,720,,547,,760,1815.0,0.97,0.01,0.02,0.0,0.0,0.02,-37.02322423788014,174.8753863115338
2018-03-14,WORDSWORTH RD,BEESTON CRES (SOUTH),BEESTON CRES (NORTH),5918.0,5570.0,5130.0,4272.0,530,,416,,563,1815.0,0.97,0.01,0.02,0.0,0.0,0.02,-37.026108006453626,174.8839442903592
2018-03-14,RAILWAY ST WEST (BROADWAY- ONSLOW),AVERILL ST,WOOD ST,8225.0,7594.0,6716.0,5319.0,679,,706,,811,1745.0,0.88,0.01,0.09,0.02,0.0,0.11,-37.06458084928514,174.94557191867816
2018-03-14,MELANESIA RD,ALLUM ST (AT TEE),SAGE RD,4136.0,3970.0,3795.0,3320.0,484,,442,,488,,0.95,0.0,0.04,0.01,0.0,0.05,-36.853889505194395,174.8463070293004
2018-03-15,GRAND DR (OREWA) 0 to 578 m,WEST HOE RD,GROVENOR DR,11930.0,11319.0,10343.0,9237.0,1075,,990,1245.0,1173,,0.96,0.01,0.03,0.0,0.0,0.03,-36.58500021104165,174.68497910331166
2018-03-15,MATAKANA VALLEY RD,MATAKANA RD,URBAN_RURAL,2340.0,2214.0,2228.0,1571.0,257,,278,,255,,0.89,0.02,0.05,0.03,0.01,0.09,-36.34879919998856,174.71321429099285
2018-03-15,GRAND DR (OREWA) 887 to 2110 m,MAIRE RD,SH1A RAB,12565.0,11733.0,10218.0,9086.0,992,,912,,1217,,0.93,0.01,0.04,0.01,0.01,0.06,-36.588207967549415,174.66712000018472
2018-03-15,MATAKANA RD 400 to 2906 m,URBAN_RURAL,GOLF RD,9204.0,8964.0,9287.0,7440.0,808,,992,,854,,0.91,0.02,0.04,0.02,0.01,0.07,-36.385103219481856,174.6599631810602
2018-03-15,SANDSPIT RD (SANDSPIT) 115 to 3480 m,VIPONDS CULVERT,HAMILTON RD,8526.0,7966.0,6937.0,6192.0,671,,693,,784,,0.93,0.02,0.04,0.01,0.0,0.05,-36.39579589569099,174.67403882879526
2018-03-15,DOYLY DR 354 to 660 m,WAIORA RD,VIPOND RD,2956.0,2765.0,2325.0,2253.0,362,,276,,330,,0.97,0.01,0.02,0.0,0.0,0.02,-36.62128196517888,174.72584601087905
2018-03-15,VERA RD,PORTER AVE,HARDING AVE,2049.0,1873.0,1461.0,1409.0,193,,146,1300.0,230,,0.97,0.0,0.03,0.0,0.0,0.03,-36.859350515029064,174.6477427789352
2018-03-15,JAEMONT AVE,HIGHLIGHT PDE,SUNRISE LANE,773.0,698.0,509.0,515.0,172,,61,,96,,0.95,0.01,0.03,0.01,0.0,0.04,-36.86241675689514,174.65152161458332
2018-03-15,FLORENCE AVE 352 to 794 m,CENTREWAY RD,HATTON RD,5815.0,5389.0,4834.0,3815.0,598,,547,,614,,0.97,0.0,0.02,0.01,0.0,0.03,-36.5862674534599,174.6877897994861
2018-03-15,JAEMONT AVE,TE ATATU RD (SOUTH),MERCHANT AVE,1822.0,1715.0,1531.0,1367.0,251,,144,,143,,0.95,0.01,0.03,0.01,0.0,0.04,-36.8633980598627,174.65030879979827
2018-03-15,WAYBY VALLEY RD 0 to 2375 m,S HWAY 1,RUSTYBROOK RD,2580.0,2552.0,2339.0,2624.0,248,,307,,302,,0.84,0.03,0.06,0.01,0.06,0.13,-36.31901526564293,174.55021029542652
2018-03-15,RED BEACH RD 0 to 520 m,MAIN RD (S.H.1) 2,BAY ST 2,10341.0,11033.0,13367.0,12161.0,1501,,1241,,1507,,0.95,0.01,0.04,0.0,0.0,0.04,-36.60387236825393,174.69598805870245
2018-03-15,PEAK RD,HVILLE_KUMEU (3RD BRIDGE),OLD NORTH RD,1963.0,1969.0,1823.0,2146.0,183,,202,,291,,0.89,0.04,0.04,0.02,0.01,0.07,-36.679841436719975,174.51054192646487
2018-03-16,ABBOTTS WAY,LADIES MILE,KORAHA ST,23749.0,22681.0,21343.0,18681.0,1735,,1923,,2009,,0.96,0.0,0.03,0.01,0.0,0.04,-36.88797842710665,174.8152716656323
2018-03-16,DAIRY FLAT HIGHWAY 7756 to 9700 m,BAWDEN RD,START PASSING LANE,10301.0,9495.0,7960.0,7001.0,888,,724,,1121,,0.86,0.02,0.08,0.03,0.01,0.12,-36.69135437656897,174.67028478573073
