count_date,road_name,adt,latitude,longitude,sampling_count
2009-06-30,INLAND RD,202.0,-36.63781680105407,174.48048323467717,2
2009-06-30,DREADON AVE,1615.0,-36.96942993507131,174.85673307672553,1
2009-06-30,CASPAR RD,2474.0,-36.97905825988071,174.87778410229095,1
2009-06-30,MASSEY RD,18018.0,-36.96942112453432,174.82182112176727,1
2009-06-30,WAINUI RD (RURAL),1076.0,-36.60122997265278,174.59424131726144,1
2009-06-30,WAINUI RD (RURAL),1160.0,-36.60412497973795,174.62416266621898,1
2009-06-30,CYCLAMEN RD,1393.0,-36.98028358532129,174.80461048834243,1
2009-06-30,GILBERT RD,2461.0,-36.95626743757549,174.86671210105897,1
2009-06-30,MASSEY RD,21308.0,-36.96377767575592,174.82893128066468,1
2009-06-30,HILLS RD,5147.0,-36.95988554176041,174.88301858623402,1
2009-06-30,HILLS RD,3261.0,-36.9535859672635,174.88354849474206,1
2009-06-30,INLAND RD,134.0,-36.64490498867049,174.48457878366182,1
2009-06-30,MASSEY RD,16494.0,-36.97603416932526,174.79894933095062,1
2009-06-30,HILLCREST RD (PAPATOETOE),2563.0,-36.98340787802214,174.84062491083904,1
2009-07-01,MANGAKURA RD,326.0,-36.68787328191043,174.45035008718312,1
2009-07-01,WAINUI RD (RURAL),1501.0,-36.59911321852198,174.65235219404946,1
2009-07-01,MANGAKURA RD,237.0,-36.68953748872675,174.44988887190678,1
2009-07-01,WAINUI RD (RURAL),1449.0,-36.603208486541284,174.64627948897697,1
2009-07-06,LAKE RD (TE ARAI),79.0,-36.17215922745867,174.6242840159747,1
2009-07-07,HEPBURN CREEK RD,217.0,-36.415417992712996,174.67673509194054,1
2009-07-07,WAINUI RD (EAST),2836.0,-36.60984572447421,174.66616578015604,1
2009-07-09,RIDGE RD (PAREMOREMO),365.0,-36.753442884296696,174.61200405615946,3
2009-07-09,RIVERHEAD RD,2502.0,-36.7772105692592,174.56419639028442,3
2009-07-09,RIVERHEAD RD,3372.0,-36.76254887437533,174.5863717811386,1
2009-07-09,RIDGE RD (PAREMOREMO),916.0,-36.74568886281353,174.63855498708062,1
2009-07-10,WHANGARIPO VALLEY RD,1972.0,-36.2832661345455,174.5666270752743,1
2009-07-10,TAKATU RD,178.0,-36.378302299400026,174.78343170649663,3
2009-07-14,TE ARAI POINT RD,160.0,-36.16952896556172,174.58377172028491,2
2009-07-14,MOIR HILL RD,172.0,-36.470799924345,174.64637612298642,1
2009-07-16,STANMORE BAY RD,3720.0,-36.630259153121024,174.74936394476688,1
2009-07-16,STANMORE BAY RD,5005.0,-36.63516400556667,174.74804326918016,1
2009-07-16,MOTU RD,331.0,-36.790049401194956,174.52930082303232,1
2009-07-16,TAWA RD (KUMEU),1096.0,-36.79011270231556,174.52998571488288,1
2009-07-16,STANMORE BAY RD,4336.0,-36.62661246058079,174.74664231239316,1
2009-07-17,ARARIMU VALLEY RD,795.0,-36.73897482239678,174.5343569934893,1
2009-07-17,ORAHA RD,1951.0,-36.77052782082375,174.54862119095523,1
2009-07-17,ARARIMU VALLEY RD,173.0,-36.7083738846369,174.55578039096898,1
2009-07-17,ORAHA RD,1631.0,-36.771839390116405,174.54480446036274,1
2009-07-21,WHANGARIPO VALLEY RD,512.0,-36.28190425695628,174.57148762499858,1
2009-07-21,WHANGARIPO VALLEY RD,361.0,-36.286935412025215,174.6614106749847,1
2009-07-24,PUKE RD,158.0,-36.77730609661019,174.51715880539192,1
2009-07-24,TAUPAKI RD,1618.0,-36.81762571136465,174.56165527307098,1
2009-07-24,TAWA RD (KUMEU),638.0,-36.7910687760355,174.5285365807474,1
2009-07-24,TAUPAKI RD,2484.0,-36.789009082598966,174.57584485652495,4
2009-07-27,HAMILTON RD (WAIMAUKU),209.0,-36.795956293723826,174.47047538442445,2
2009-07-27,ARARIMU VALLEY RD,97.0,-36.67263128765544,174.535824715273,1
2009-07-27,ORAHA RD,1497.0,-36.76248226644302,174.56486062768386,1
2009-07-27,MANGAWHAI RD,1410.0,-36.2216859134936,174.57637862878772,1
2009-07-27,SILVERDALE ST,2938.0,-36.61578297168527,174.67793357200534,1
2009-07-28,SPUR RD,2697.0,-36.64074960722649,174.6703657756845,1
2009-07-31,TAKATU RD,788.0,-36.347961530132,174.7337882495649,1
2009-07-31,MANGAWHAI RD,1621.0,-36.173705309708325,174.58153200851882,1
2009-07-31,PAKIRI RD,190.0,-36.26290839340386,174.70584845855475,1
2009-07-31,MANGAWHAI RD,1597.0,-36.216332611920535,174.58650579340534,2
2009-07-31,TAKATU RD,3845.0,-36.34447682324525,174.7322847329345,3
2009-08-04,ALNWICK ST (PULHAM RD ENT),190.0,-36.40761622796098,174.67127035757545,1
2009-08-05,MATATEA RD,116.0,-36.7936252855677,174.4774580494437,2
2009-08-05,HINAU RD (WAIMAUKU),455.0,-36.78731898397451,174.48586529082542,1
2009-08-05,MURIWAI RD,3786.0,-36.79918582695791,174.4724537887563,1
2009-08-05,WINTOUR RD,147.0,-36.76748890639078,174.49804204375909,1
2009-08-05,CLOVERFIELDS DR,324.0,-36.76725925691051,174.49766784938473,1
2009-08-05,TAPU RD,149.0,-36.764738800811145,174.53836568771382,1
2009-08-06,PAKIRI RD,203.0,-36.27261160830816,174.75048854056018,1
2009-08-06,PAKIRI RD,163.0,-36.264589971771,174.72560947475722,1
2009-08-07,TE IRIRANGI DR (WEST BOUND/MANUKAU) (SW),14678.0,-36.98258600779109,174.89626205668674,3
2009-08-07,PAKIRI RD,317.0,-36.27795440408539,174.77512269584165,1
2009-08-07,PAKIRI RD,600.0,-36.28241767385468,174.79315999483578,1
2009-08-07,TE IRIRANGI DR (WEST BOUND/TAMAKI) (SE),14595.0,-36.935920990455905,174.91001542799245,2
2009-08-10,MANGAWHAI RD,1803.0,-36.142793413177465,174.58499005414168,1
2009-08-10,MANGAWHAI RD,1606.0,-36.16889365355394,174.58136859989395,1
2009-08-12,WHANGAPARAOA RD,30489.0,-36.61206810433788,174.7122234577847,2
2009-08-12,WELLSFORD VALLEY RD,322.0,-36.282772573906065,174.51041251365191,1
2009-08-12,WELLSFORD VALLEY RD,280.0,-36.2788495107095,174.4715141606131,1
2009-08-12,WELLSFORD VALLEY RD,242.0,-36.27609962647745,174.49624501738396,1
2009-08-13,AMREINS RD (TAUPAKI),234.0,-36.84236067595707,174.55743682490794,1
2009-08-13,KAURI CRES (EAST),216.0,-36.784960098089385,174.5000070513332,1
2009-08-13,AMREINS RD (TAUPAKI),492.0,-36.81963609307786,174.56094496561454,3
2009-08-14,MAHURANGI WEST RD,314.0,-36.50163890587759,174.70842593055573,1
2009-08-14,WHANGAPARAOA RD,18066.0,-36.61366648252126,174.68738058454838,1
2009-08-14,MAHURANGI WEST RD,626.0,-36.49080917476164,174.6614797289144,2
2009-08-14,MAHURANGI WEST RD,541.0,-36.49211478041319,174.66868592308438,1
2009-08-17,STANCOMBE RD,10765.0,-36.96057318936332,174.92499620909481,3
2009-08-17,STANCOMBE RD,12148.0,-36.959130139121385,174.91781682585807,3
2009-08-17,CHAPEL RD,12906.0,-36.96107899667153,174.90762258706948,3
2009-08-17,MURPHYS RD,8331.0,-36.97147554734344,174.92354094840923,4
2009-08-17,MURPHYS RD,8104.0,-36.98310915476148,174.9203398903656,7
2009-08-17,STANCOMBE RD,7501.0,-36.957757843078475,174.9101340791083,7
2009-08-17,MURPHYS RD,7812.0,-36.98911605012528,174.9161764608881,3
2009-08-17,CHAPEL RD,12152.0,-36.97793701599109,174.90290952664023,6
2009-08-17,CHAPEL RD,18757.0,-36.93886241405482,174.9137380412138,4
2009-08-18,WHAREHINE RD,453.0,-36.283632785726795,174.43321287999592,1
2009-08-18,WHAREHINE RD,89.0,-36.36702171582717,174.44933138976498,1
2009-08-18,RAHUIKIRI RD,65.0,-36.22369879012157,174.68657273892194,1
2009-08-18,RAHUIKIRI RD,116.0,-36.26149047473195,174.70477132689098,1
2009-08-19,HIGHBROOK DR (SOUTHBOUND/TAMAKI) (SE),16258.0,-36.94008649433296,174.86513819727588,1
2009-08-19,HIGHBROOK DR (NORTHBOUND/TAMAKI) (SE),14363.0,-36.9422794692926,174.86266517986905,1
2009-08-19,WHANGAPARAOA RD,3825.0,-36.60538702475677,174.7866235868816,1
2009-08-20,PORT ALBERT RD,948.0,-36.310151557810336,174.49232892664287,3
2009-08-20,WORKER RD,1161.0,-36.29586635373322,174.52283653681602,2
2009-08-21,OLD RAILWAY RD,645.0,-36.778194215228616,174.5682166790466,1
2009-08-21,OLD RAILWAY RD,677.0,-36.77490398655658,174.5865815654954,1
2009-08-21,ROBINSON RD,266.0,-36.70414421813538,174.6247540295101,3
2009-08-26,SHIRLEY RD (PAPATOTOE),15807.0,-36.96963464988229,174.85459257316668,1
2009-08-26,TAUHOA RD,97.0,-36.37762578969856,174.45279442365023,2
2009-08-26,CLYDESDALE AVE,702.0,-36.91764269619701,174.93394026641872,1
2009-08-26,MARAETAI DR,1612.0,-36.88125573376215,175.0453866808764,2
2009-08-26,TAUHOA RD,196.0,-36.407616805849365,174.54124099296226,1
2009-08-26,MARAETAI SCHOOL RD,627.0,-36.8835516598616,175.03081721311528,1
2009-08-26,ALLENS RD,13106.0,-36.94298108837159,174.89125983860237,2
2009-08-26,MARAETAI DR,4470.0,-36.88387221289006,175.0215355826899,2
2009-08-26,PAH RD (COCKLE BAY),1288.0,-36.90112600596162,174.9491114804004,1
2009-08-26,COCKLE BAY RD,1984.0,-36.89647572589817,174.9474333252469,1
2009-08-26,PAKIRI RD,276.0,-36.28586358624247,174.66329191253018,2
2009-08-26,MARAETAI COAST RD,1056.0,-36.88359252882621,175.05620888528034,1
2009-08-26,BRADBURY RD,3656.0,-36.902113198577815,174.91781374603576,1
2009-08-26,PRESTON RD,11261.0,-36.96236784216328,174.8884597401556,1
2009-08-26,CHAPEL RD,18447.0,-36.954216418012216,174.909528999818,4
2009-08-26,CHAPEL RD,22980.0,-36.920210999389184,174.92620344587795,3
2009-08-26,SMALES RD,17745.0,-36.94331926099503,174.89605172365228,1
2009-08-26,PRESTON RD,14643.0,-36.97879168908156,174.88379906450228,1
2009-08-26,SANDSTONE RD,5652.0,-36.95048382515159,174.9659221917305,1
2009-08-26,ORMISTON RD (EASTBOUND/EAST TAMAKI) (SW),14228.0,-36.96148684296879,174.88944881954015,1
2009-08-27,TINDALLS BAY RD,655.0,-36.62764759797789,174.7687300234039,3
2009-08-27,TE IRIRANGI DR (EAST BOUND/TAMAKI) (SE),11472.0,-36.9382214996693,174.9093205750734,4
2009-08-27,SHAKESPEAR RD,1995.0,-36.60490795342912,174.8028679536803,1
2009-08-28,SCHOOL RD 3 (TOMARATA),316.0,-36.227903917033856,174.62038503653883,1
2009-08-28,SCHOOL RD 3 (TOMARATA),248.0,-36.216916654362784,174.58800828799446,1
2009-08-28,PRICTOR RD,79.0,-36.33066611151744,174.51046764461074,1
2009-08-28,PRICTOR RD,214.0,-36.299076423577226,174.51922393544004,1
2009-08-29,TE IRIRANGI DR (EAST BOUND/TAMAKI) (SE),6094.0,-36.95854031557711,174.90350479354674,3
2009-08-31,SCHOOL RD 4 (WAIMAUKU),534.0,-36.776590515742036,174.48746218932376,1
2009-08-31,TE IRIRANGI DR (EAST BOUND/TAMAKI) (SE),12669.0,-36.94459486317147,174.907570715028,3
2009-08-31,SCHOOL RD 4 (WAIMAUKU),534.0,-36.7867380343742,174.48619027174374,1
2009-08-31,SCHOOL RD 4 (WAIMAUKU),362.0,-36.79903524205935,174.47369504795952,1
2009-09-01,HILLCREST RD (PAPATOETOE),3626.0,-36.98049720137668,174.84696966577297,1
2009-09-01,GRAEME AVE,4445.0,-36.96994092698653,174.83488621273418,1
2009-09-01,EVERGLADE DR,10598.0,-36.99549442662232,174.89615563637594,1
2009-09-01,BAIRDS RD,5724.0,-36.972736258840115,174.8831442651894,1
2009-09-01,PALMERS RD,7801.0,-37.03482814734667,174.86655409919334,1
2009-09-01,ST GEORGE ST,10596.0,-36.976217433075156,174.86244752959954,1
2009-09-01,SELFS RD,1088.0,-36.98234285546132,174.83198217718558,1
2009-09-01,CARRUTH RD,16068.0,-36.98050042192678,174.86348440923362,1
2009-09-01,MCKEAN AVE,2815.0,-37.0257351906596,174.88641935908336,1
2009-09-02,WAITOKI RD,893.0,-36.63316227409659,174.55225351523455,1
2009-09-02,WAITOKI RD,1003.0,-36.60265485758246,174.5921688408654,1
2009-09-03,PAKIRI BLOCK RD,46.0,-36.22978356914032,174.6326405956639,1
2009-09-03,PAKIRI BLOCK RD,99.0,-36.23067726800335,174.6325479132264,1
2009-09-03,SCHOOL RD 3 (TOMARATA),220.0,-36.23173697909789,174.63416105830856,1
2009-09-03,PAKIRI BLOCK RD,88.0,-36.24950417010314,174.6532057351493,1
2009-09-04,RUSSELL RD (MANUREWA),10191.0,-37.020335564894474,174.88136256567088,1
2009-09-04,SHELLY BEACH RD (SHELLY BEACH),449.0,-36.583179066708745,174.33255846573886,2
2009-09-04,TE IRIRANGI DR (WEST BOUND/TAMAKI) (SE),11009.0,-36.936888798841075,174.90980380189168,3
2009-09-07,OCEAN VIEW RD (TE ARAI),230.0,-36.21320691168753,174.60726696278115,3
2009-09-07,BUCKLAND RD (MANGERE),11576.0,-36.96524444710729,174.81499342255745,1
2009-09-07,TE IRIRANGI DR (WEST BOUND/TAMAKI) (SE),13176.0,-36.97041096058912,174.9001048284991,4
2009-09-07,MIDDLEFIELD DR,5136.0,-36.947924496605076,174.91405461994248,1
2009-09-07,YATES RD (MANGERE),6761.0,-36.964816160084034,174.8235309728289,1
2009-09-07,ROBERTSON RD (MANGERE),15762.0,-36.95783405665492,174.80445107563526,1
2009-09-07,BOTANY RD,13705.0,-36.900955945390756,174.91859280676528,1
2009-09-07,GOSSAMER DR,12688.0,-36.910207939047055,174.88964204530473,1
2009-09-07,MIRRABOOKA AVE,1587.0,-36.912522387381145,174.92177844675763,1
2009-09-08,PARKHURST RD,2299.0,-36.672367225496295,174.44084949466662,1
2009-09-08,FORDYCE RD (PARAKAI),146.0,-36.66971559708065,174.40629082538553,1
2009-09-08,PARKHURST RD,4486.0,-36.66290468202028,174.4354367351296,1
2009-09-08,PARKHURST RD,5244.0,-36.671580254281785,174.44033126864457,4
2009-09-10,HARURU RD,203.0,-36.587586894100546,174.55573302339297,1
2009-09-10,HARURU RD,473.0,-36.59743484860222,174.5868297545306,3
2009-09-14,STONEY CREEK RD,329.0,-36.61753144235257,174.5030856347864,1
2009-09-14,SPRINGS RD (PARAKAI),244.0,-36.658248956146615,174.4305617769621,1
2009-09-14,SHEFFIELD RD,75.0,-36.641911046821775,174.4788837489167,1
2009-09-15,TE IRIRANGI DR (WEST BOUND/TAMAKI) (SE),12219.0,-36.95115523962194,174.90596000780303,3
2009-09-15,TE IRIRANGI DR (EAST BOUND/TAMAKI) (SE),13720.0,-36.97193534115128,174.8994687470126,3
2009-09-16,FORESTRY RD 2 (WAITOKI),350.0,-36.646590313478,174.55385416499928,1
2009-09-16,HATTON RD (OREWA),1256.0,-36.59079972355296,174.68854801211998,2
2009-09-16,FORESTRY RD 2 (WAITOKI),504.0,-36.64207684012152,174.5591772982936,1
2009-09-16,RYAN RD (TOMARATA),174.0,-36.21965461704781,174.56148592966665,1
2009-09-16,TOMARATA VALLEY RD,455.0,-36.28152302607239,174.57100122643615,1
2009-09-16,TOMARATA VALLEY RD,358.0,-36.28138418740014,174.5712767884896,3
2009-09-18,LADIES MILE (WHANGAPARAOA),2578.0,-36.63900001995223,174.7538230197959,1
2009-09-18,GULF HARBOUR DR,5732.0,-36.61162282192355,174.7801149032424,1
2009-09-18,SWANN BEACH RD,343.0,-36.62354059184623,174.7471321110679,1
2009-09-18,MARELLEN DR,1585.0,-36.61009506175465,174.70901569278325,2
2009-09-18,GULF HARBOUR DR,1910.0,-36.60942296062757,174.80352091387618,1
2009-09-18,WHAREHINE RD,299.0,-36.32902270635185,174.41647483344525,1
2009-09-18,GULF HARBOUR DR,5097.0,-36.61148798144247,174.7897160770469,1
2009-09-21,WAIKOUKOU VALLEY RD,895.0,-36.74262518606529,174.5090052098458,1
2009-09-21,TAYLOR RD (WAIMAUKU),1089.0,-36.75829695569092,174.4985802001474,4
2009-09-22,RED BEACH RD,14331.0,-36.60363415975246,174.6956250895246,1
2009-09-23,ALEXANDER CRES,1518.0,-36.95120899104037,174.87370851387595,1
2009-09-23,WELLINGTON ST (HOWICK),4605.0,-36.90098099328796,174.92595549967942,1
2009-09-25,RED BEACH RD,11140.0,-36.60961191988658,174.7005748353347,1
2009-09-29,PAKURANGA RD (EAST BOUND),16612.0,-36.91090091296515,174.86174455627796,1
2009-09-30,LAURENCE ST,1646.0,-36.628890752819814,174.75598709125148,1
2009-09-30,IRELAND RD (WAITOKI),215.0,-36.646408000167725,174.55470065248932,1
2009-10-01,WADE RIVER RD,4097.0,-36.63801291079799,174.74677667314697,1
2009-10-01,WADE RIVER RD,856.0,-36.63897459416315,174.74266001192933,2
2009-10-03,WADE RIVER RD,494.0,-36.637565488888974,174.73111929585244,1
2009-10-03,WADE RIVER RD,385.0,-36.64382969073174,174.7330044485081,1
2009-10-06,LINK CRES,3674.0,-36.63558443283576,174.74518958515904,1
2009-10-06,RISHWORTH AVE,3874.0,-36.638186237163204,174.74294423764624,1
2009-10-06,RISHWORTH AVE,4225.0,-36.63579386544753,174.74011661486628,4
2009-10-07,PALMER ST,1800.0,-36.40205087204811,174.66119343028683,2
2009-10-07,WHANGAPARAOA RD,792.0,-36.60337446311853,174.80532529674872,1
2009-10-07,WAYBY VALLEY RD,1291.0,-36.32757403832015,174.54711571294234,1
2009-10-08,BALD HILL RD (RIVERHEAD),65.0,-36.67127289893299,174.56674869848584,1
2009-10-08,WADE RIVER RD,4095.0,-36.63794901539677,174.7468311535296,1
2009-10-08,IRELAND RD (WAITOKI),74.0,-36.67031104952983,174.5672327280348,1
2009-10-09,TI POINT RD,307.0,-36.30469890056478,174.7902734132301,1
2009-10-09,GOAT ISLAND RD,247.0,-36.27006057665628,174.79607215287555,1
2009-10-09,TI POINT RD,182.0,-36.316493546487116,174.79120033156047,1
2009-10-13,MATAKANA VALLEY RD,418.0,-36.3112217418036,174.69213184801526,1
2009-10-13,MATAKANA VALLEY RD,351.0,-36.28638722204256,174.66388201448768,1
2009-10-13,MATAKANA VALLEY RD,679.0,-36.32534965152124,174.69767306104112,1
2009-10-14,MATAKANA VALLEY RD,1135.0,-36.34790438176131,174.71212495006353,1
2009-10-14,MATAKANA VALLEY RD,4390.0,-36.352243195355726,174.71756893416253,4
2009-10-15,WHANGAPARAOA RD,9511.0,-36.61207753646805,174.77803453757573,1
2009-10-15,WAYBY VALLEY RD,1155.0,-36.28459952298112,174.56599680944714,1
2009-10-15,RUSTYBROOK RD,187.0,-36.29961457003905,174.5384670450941,1
2009-10-15,STREAMLANDS SWAMP RD,160.0,-36.40129575628664,174.60166551961342,1
2009-10-17,HAURAKI RD (LEIGH),2040.0,-36.29371901394404,174.8017143654797,1
2009-10-17,TONGUE FARM RD,293.0,-36.35057145219764,174.72098665851962,1
2009-10-20,TWILIGHT RD,505.0,-36.98039033541001,175.01633555572164,3
2009-10-20,WHITFORD-MARAETAI RD,8520.0,-36.895451610023336,175.01265050185384,3
2009-10-20,POSTMAN RD,760.0,-36.673987093562616,174.6383309432357,1
2009-10-20,TWILIGHT RD,826.0,-36.98200798674284,174.99367351126477,2
2009-10-20,MCNICOL RD,581.0,-36.99089387999339,175.04509532305394,4
2009-10-20,MCNICOL RD,335.0,-37.00932744203809,175.06214336438669,4
2009-10-20,HORSESHOE BUSH RD,513.0,-36.656714493951156,174.61405695195626,1
2009-10-20,TOURIST RD,797.0,-37.016823837518956,175.04142937736734,3
2009-10-20,MONUMENT RD,872.0,-37.01452902499353,175.04750453248008,4
2009-10-20,HORSESHOE BUSH RD,154.0,-36.64267043623329,174.55927874968805,1
2009-10-21,OMAHA FLATS RD,3513.0,-36.33572651272167,174.74943783960603,1
2009-10-21,OMAHA FLATS RD,4443.0,-36.34484827277798,174.73402006041567,3
2009-10-22,JONES RD (OMAHA FLATS),370.0,-36.341283513067374,174.7534507204052,2
2009-10-22,WAYBY VALLEY RD,1153.0,-36.28589627675633,174.5654103289371,1
2009-10-22,LEIGH RD (LEIGH),8047.0,-36.350831443040036,174.71983346436653,1
2009-10-23,SANDSPIT RD (SANDSPIT),6109.0,-36.39440756104829,174.6624356026471,2
2009-10-23,MATAKANA RD,7463.0,-36.38411057680013,174.6606890125592,2
2009-10-24,WHANGAPARAOA RD,3914.0,-36.61105314630566,174.78023597437596,1
2009-10-24,SHARP RD,2541.0,-36.373245406131566,174.7031498690105,1
2009-10-28,WESTNEY RD,5619.0,-36.97820802577337,174.791091618267,1
2009-10-28,KIMPTONS RD,234.0,-36.97540813039839,175.00291490391584,4
2009-10-29,BLACKBRIDGE RD (DAIRY FLAT),656.0,-36.68355278289509,174.6204036922319,1
2009-10-29,WILSON RD 4 (WARKWORTH),202.0,-36.409874480214796,174.6741513391354,1
2009-10-29,OTANERUA RD,460.0,-36.56621639508326,174.6925270892294,1
2009-10-30,LAWRIE RD,370.0,-36.40410707999129,174.71279994946343,2
2009-10-30,GOODALL RD,720.0,-36.428261306045755,174.73179125474454,1
2009-11-05,CHAPEL RD,12501.0,-36.97793701599109,174.90290952664023,6
2009-11-05,CHAPEL RD,3043.0,-36.954216418012216,174.909528999818,4
2009-11-05,CHAPEL RD,19480.0,-36.93886241405482,174.9137380412138,4
2009-11-05,CHAPEL RD,24704.0,-36.920210999389184,174.92620344587795,3
2009-11-05,CHAPEL RD,13417.0,-36.96107899667153,174.90762258706948,3
2009-11-16,MAUKU RD,4033.0,-37.18799987568429,174.82746580793102,1
2009-11-16,CRISPE RD,248.0,-37.13439710396923,174.70864863931487,1
2009-11-16,GLENBROOK BEACH RD,1084.0,-37.1987433446096,174.73517857288556,1
2009-11-16,OSTRICH RD,1357.0,-37.15040785419021,174.86214086340146,1
2009-11-16,STEVENSON RD,1234.0,-37.13524673324064,174.70785720412147,1
2009-11-16,CLARKS BEACH RD,2346.0,-37.137575489018005,174.7119961900647,1
2009-11-16,WAIAU PA RD,1552.0,-37.15740107841409,174.79682038419728,1
2009-11-16,LINWOOD RD,5799.0,-37.10075733559592,174.87347070649864,1
2009-11-16,WOODHOUSE RD,1617.0,-37.18676916248829,174.82837114104018,1
2009-11-16,WHANGAPOURI RD,477.0,-37.1237528188195,174.91163107219037,1
2009-11-16,WYMER RD,319.0,-37.18568628682291,174.76306476768158,1
2009-11-16,MORLEY RD,724.0,-37.221387089687816,174.7478354475375,1
2009-11-16,MISSION BUSH RD,2330.0,-37.212767922867386,174.73822689396786,1
2009-11-16,BROOKSIDE RD,2157.0,-37.20281387443473,174.75376184624076,1
2009-11-19,TE IRIRANGI DR (WEST BOUND/TAMAKI) (SE),13826.0,-36.97041096058912,174.9001048284991,4
2009-11-19,MURPHYS RD,8987.0,-36.98911605012528,174.9161764608881,3
2009-11-19,MURPHYS RD,9074.0,-36.98310915476148,174.9203398903656,7
2009-11-19,MURPHYS RD,8992.0,-36.97147554734344,174.92354094840923,4
2009-11-19,TE IRIRANGI DR (EAST BOUND/TAMAKI) (SE),12400.0,-36.9382214996693,174.9093205750734,4
2009-11-19,TE IRIRANGI DR (WEST BOUND/TAMAKI) (SE),12621.0,-36.95115523962194,174.90596000780303,3
2009-11-19,STANCOMBE RD,7423.0,-36.957757843078475,174.9101340791083,7
2009-11-19,TE IRIRANGI DR (WEST BOUND/TAMAKI) (SE),11590.0,-36.936888798841075,174.90980380189168,3
2009-11-25,GRAHAMS BEACH RD,117.0,-37.059270558044375,174.65150610583396,1
2009-11-25,CORNWALL RD (WAIUKU),1793.0,-37.246623774734175,174.7502447131641,1
2009-11-25,TE TORO RD,594.0,-37.179024424356754,174.67750577281302,1
2009-11-26,MELLSOP AVE,915.0,-37.254553277697894,174.73137297660122,1
2009-11-26,SANDSPIT RD (WAIUKU),3356.0,-37.24499780929915,174.72160531717685,1
2009-11-26,COLLINGWOOD RD,7131.0,-37.245095797128016,174.74629733804522,1
2009-11-26,QUEEN ST (WAIUKU),7641.0,-37.25095491449001,174.73090727022483,1
2009-11-26,KITCHENER RD (WAIUKU),13386.0,-37.24798033988072,174.73400729101692,1
2009-11-26,HARBOUR CREST DR,530.0,-37.23605660481224,174.73213336957062,1
2009-11-27,MAIRE RD,1041.0,-36.587617987201405,174.67896664161663,1
2009-11-27,STANCOMBE RD,13086.0,-36.95913824162078,174.9178731851789,1
2009-11-27,TE IRIRANGI DR (EAST BOUND/TAMAKI) (SE),13368.0,-36.958712576320046,174.90344169570236,1
2009-11-27,STANCOMBE RD,11574.0,-36.960581834613684,174.92501888962326,1
2009-11-27,TE IRIRANGI DR (WEST BOUND/MANUKAU) (SW),15481.0,-36.98258600779109,174.89626205668674,3
2009-12-01,HENWOOD RD (TAUPAKI),215.0,-36.82214599618554,174.578385328508,1
2009-12-01,VALLEY RD (WAIMUKU),1110.0,-36.80378234627633,174.47395416245166,1
2009-12-03,KOWHAI RD (WAINUI),155.0,-36.59789412015253,174.6577032991189,1
2009-12-04,TRAMWAY RD (PUKEKOHE),391.0,-37.23384373106234,174.8601675690994,1
2009-12-04,JOHN ST (PUKEKOHE),1843.0,-37.215467184890095,174.9065960508439,1
2009-12-04,TUAKAU RD,3241.0,-37.21715912304598,174.90226610854958,1
2009-12-04,BEACH RD (GLENBROOK BEACH),387.0,-37.16414572141594,174.7182489072194,1
2009-12-04,TORKAR RD,925.0,-37.13435967787578,174.7081186974089,1
2009-12-04,WARD ST (PUKEKOHE),4919.0,-37.21095588451296,174.8951125708158,1
2009-12-04,NELSON ST (PUKEKOHE),5248.0,-37.21006938841487,174.9087814672543,1
2009-12-04,COOPER ST (SOUTH),259.0,-37.2146376347256,174.89932916721898,1
2009-12-04,PRINCES ST WEST,180.0,-37.2011027970572,174.88621302215248,1
2009-12-04,PRINCES ST WEST,2649.0,-37.19878009369825,174.8905717624865,1
2009-12-04,ANZAC RD (PUKEKOHE),1574.0,-37.21869670335858,174.89687275397392,1
2009-12-06,HYPERION DR,1440.0,-37.02749049924918,174.91580260066448,1
2009-12-06,TE IRIRANGI DR (EAST BOUND/TAMAKI) (SE),14148.0,-36.97193534115128,174.8994687470126,3
2009-12-06,HYPERION DR,1833.0,-37.02518931291375,174.9187686037234,1
2009-12-06,SHIFNAL DR,3035.0,-37.02262120919022,174.91091428083982,1
2009-12-06,TE IRIRANGI DR (EAST BOUND/TAMAKI) (SE),15813.0,-36.94459486317147,174.907570715028,3
2009-12-09,WHITMORE RD,440.0,-36.354562208420894,174.73982980636447,1
2009-12-09,RIVERSIDE DR (POINT WELLS),235.0,-36.323474823052976,174.75568048080262,1
2009-12-09,POINT WELLS RD,1106.0,-36.32504834861304,174.75594972173275,1
2009-12-10,HARBOUR VIEW RD (LEIGH),215.0,-36.289743729004286,174.80589862157208,1
2009-12-10,MATHESON BAY RD,172.0,-36.29867878158893,174.79559237143815,1
2009-12-10,PAKIRI RIVER RD,27.0,-36.263381023062784,174.72692972118156,1
2009-12-10,PAKIRI RIVER RD,255.0,-36.24620526709229,174.721543806576,1
2009-12-11,ALEXANDER RD,846.0,-36.43629421699253,174.741608225387,1
2009-12-11,WHARF RD (PORT ALBERT),186.0,-36.27876475798593,174.43096393911318,1
2009-12-11,GORDON CRAIG PL,542.0,-36.43234594537478,174.74223391522244,1
2009-12-11,PURIRI PL,89.0,-36.39995476912364,174.7307056384814,1
2009-12-12,VICTORIA AVE (WAIUKU),2193.0,-37.25126855672659,174.73164730930836,1
2009-12-12,WELLINGTON ST (PUKEKOHE),3555.0,-37.204807629087476,174.89746018286863,1
2009-12-12,GLASGOW RD,1942.0,-37.207353474351294,174.90897219914487,1
