,count_date,road_name,adt,latitude,longitude,sampling_count
3583,2009-05-29,HUNTER RD (WAITAKERE),137.0,-36.83171853462274,174.53153167815316,1
3584,2010-09-21,HUTCHINSON RD,77.0,-36.71999395855234,174.4359274578478,1
3585,2009-06-30,INLAND RD,202.0,-36.63781680105407,174.48048323467717,2
3586,2011-03-08,INLAND RD,218.0,-36.63781680105407,174.48048323467717,2
3587,2009-06-30,INLAND RD,134.0,-36.644904988670504,174.48457878366182,1
3588,2009-06-22,INLAND RD,317.0,-36.682769760861405,174.47104823701497,1
3589,2010-08-20,INLAND RD,263.0,-36.68289203061696,174.47063647655602,1
3590,2011-03-08,INLAND RD,489.0,-36.6827603341677,174.47108163221768,1
3591,2011-03-08,INLAND RD,379.0,-36.68264790457495,174.47142642932965,1
3592,2009-06-13,INLAND RD,522.0,-36.689795241145994,174.47440554365326,1
3593,2011-03-08,INLAND RD,416.0,-36.698048443902074,174.4776078857318,1
3594,2008-10-15,INLAND RD,391.0,-36.69143095494928,174.47697755297486,1
3595,2011-07-30,IRELAND RD (WAITOKI),73.0,-36.670572384447844,174.5672380289114,1
3596,2009-10-08,IRELAND RD (WAITOKI),74.0,-36.67031104952983,174.5672327280348,1
3597,2011-07-30,IRELAND RD (WAITOKI),210.0,-36.64652471350397,174.5547365575142,1
3598,2009-09-30,IRELAND RD (WAITOKI),215.0,-36.646408000167725,174.55470065248932,1
3599,2008-07-25,IRIS ST,616.0,-36.42515415871955,174.72724945404187,1
3600,2010-03-26,JV GRANT RD,47.0,-36.333469709710705,174.4260924286753,1
3601,2009-04-02,KAIPARA FLATS RD,751.0,-36.384896837582026,174.63901089614512,1
3602,2010-07-28,KAIPARA FLATS RD,669.0,-36.38512795027489,174.63793434531794,2
3603,2012-05-11,KAIPARA FLATS RD,653.0,-36.38512795027489,174.63793434531794,2
3604,2012-05-11,KAIPARA FLATS RD,445.0,-36.40747719112768,174.54437189878465,1
3605,2009-04-02,KAIPARA FLATS RD,486.0,-36.407136100926884,174.54495619072418,1
3606,2010-07-28,KAIPARA FLATS RD,480.0,-36.40709017511081,174.54502219185326,1
3607,2011-07-13,KAIPARA FLATS RD,467.0,-36.40669500959741,174.54560540673617,1
3608,2010-09-22,KAIPARA HILLS RD,44.0,-36.464739314597104,174.4470303367572,1
3609,2009-04-02,KAIPARA HILLS RD,247.0,-36.408862916307115,174.54107602773288,1
3610,2008-09-12,KAIPARA PORTAGE RD,501.0,-36.7628612223177,174.58795784564853,1
3611,2010-03-24,KAKARAEA RD,32.0,-36.382179885663966,174.36633402227082,1
3612,2012-02-28,KANOHI RD,480.0,-36.6031667038177,174.48770261295456,1
3613,2012-02-28,KANOHI RD,490.0,-36.592803579413825,174.5025387508799,1
3614,2011-05-25,KANOHI RD,203.0,-36.58384739152576,174.50080030753034,1
3615,2012-02-21,KANOHI RD,75.0,-36.57158603771653,174.5002500597055,1
3616,2008-09-17,KASPAR ST,322.0,-36.39750029971419,174.65653612001003,1
3617,2009-08-13,KAURI CRES (EAST),216.0,-36.784960098089385,174.5000070513332,1
3618,2008-07-11,KAURI RD (STANMORE BAY),1268.0,-36.63177076614916,174.7397017982229,1
3619,2008-07-11,KAURI RD (STANMORE BAY),1268.0,-36.631881835252365,174.73950298746132,1
3620,2009-02-18,KAURI RD (STANMORE BAY),1773.0,-36.62865233589717,174.7390613347541,1
3621,2008-07-14,KAURI RD (STANMORE BAY),1663.0,-36.62847260896702,174.73902374558216,1
3622,2009-03-20,KAURI RD (STANMORE BAY),1726.0,-36.62626263494847,174.73851557922504,1
3623,2010-08-17,KEITH RD,14.0,-36.194250816069065,174.58007677840962,1
3624,2011-08-12,KENNEDY RD (DAIRY FLAT),167.0,-36.684034822363245,174.6567638393857,1
3625,2008-06-18,KENNEDY RD (DAIRY FLAT),183.0,-36.68395418929682,174.6567285350852,1
3626,2010-09-21,KIWITAHI RD,370.0,-36.73995291378104,174.44322078267368,1
3627,2008-10-15,KIWITAHI RD,118.0,-36.72571332317403,174.46440930092723,2
3628,2010-03-04,KOMOKORIKI HILL RD,106.0,-36.499548342601884,174.49706128838844,1
3629,2009-05-06,KORAHA RD,881.0,-36.77375652388057,174.56364439679905,1
3630,2011-06-30,KORAHA RD,989.0,-36.77344627811639,174.56324593263355,1
3631,2010-04-29,KOURATAKI RD,28.0,-36.30062690451105,174.7919175617068,1
3632,2009-12-03,KOWHAI RD (WAINUI),155.0,-36.597894120152525,174.6577032991189,1
3633,2010-09-22,KRAACK RD,68.0,-36.36524004733499,174.6116036554356,1
3634,2012-03-21,KRIPPNER RD,361.0,-36.51473068240689,174.66096371055988,1
3635,2008-07-17,KRIPPNER RD,333.0,-36.513495805610425,174.66160732597325,1
3636,2009-02-13,KRIPPNER RD,341.0,-36.51393037319392,174.66147144855725,2
3637,2010-05-27,KRIPPNER RD,321.0,-36.51393037319392,174.66147144855725,2
3638,2010-05-28,KRIPPNER RD,190.0,-36.52724986489987,174.64937009569562,1
3639,2008-09-30,KRIPPNER RD,199.0,-36.53153840195503,174.6338127440571,1
3640,2009-02-13,KRIPPNER RD,211.0,-36.5314101327519,174.63198942192673,1
3641,2008-10-02,KRIPPNER RD,76.0,-36.539403254315275,174.57587961359474,1
3642,2009-03-13,KRIPPNER RD,46.0,-36.539421720553996,174.5758464762849,1
3643,2010-06-04,KRIPPNER RD,92.0,-36.53943087986831,174.57583549148382,1
3644,2009-09-18,LADIES MILE (WHANGAPARAOA),2578.0,-36.63900001995223,174.7538230197959,1
3645,2010-10-22,LADIES MILE (WHANGAPARAOA),2554.0,-36.63856190554449,174.75419336691306,1
3646,2011-03-07,LADIES MILE (WHANGAPARAOA),2700.0,-36.63893595681578,174.75388867593762,1
3647,2009-07-06,LAKE RD (TE ARAI),79.0,-36.17215922745867,174.6242840159747,1
3648,2010-08-19,LAKE RD (TE ARAI),51.0,-36.17278151148883,174.62426350653763,1
3649,2009-03-04,LANGTON RD,2298.0,-36.625833093154014,174.73459190748363,1
3650,2009-02-18,LANGTON RD,1662.0,-36.625512491612454,174.73679893063274,1
3651,2011-03-18,LAURENCE ST,2164.0,-36.628890917636106,174.75597591166326,1
3652,2008-09-19,LAURENCE ST,1878.0,-36.62889663185854,174.75619970792206,2
3653,2009-09-30,LAURENCE ST,1646.0,-36.628890752819814,174.75598709125148,1
3654,2010-10-22,LAURENCE ST,2208.0,-36.62889663185854,174.75619970792206,2
3655,2009-10-30,LAWRIE RD,370.0,-36.40410707999129,174.71279994946343,2
3656,2011-08-20,LAWRIE RD,342.0,-36.40410707999129,174.71279994946343,2
3657,2009-03-31,LAWRIE RD,81.0,-36.41283474206881,174.70762733049796,1
3658,2011-05-06,LAYTON RD,604.0,-36.63259214282309,174.74885750104423,1
3659,2009-06-09,LAYTON RD,1195.0,-36.63265094968661,174.74914961134903,1
3660,2011-09-28,LINK CRES,2842.0,-36.636026944511435,174.74513246187863,1
3661,2009-10-06,LINK CRES,3674.0,-36.63558443283576,174.74518958515904,1
3662,2010-04-15,LINTON RD,61.0,-36.39989727383469,174.5560862530711,1
3663,2010-05-19,LOOP RD,1606.0,-36.595579948830476,174.69912655857698,1
3664,2010-04-28,LOWER SILVER HILL RD,43.0,-36.23188666141848,174.5371834146274,1
3665,2010-04-20,MAENEENE RD,70.0,-36.23014357842842,174.50052048809985,1
3666,2008-12-12,MAHANA RD,163.0,-36.78516403239444,174.46118065510942,1
3667,2009-06-11,MAHANA RD,185.0,-36.78127945093606,174.47211109811764,1
3668,2011-06-16,MAHANA RD,216.0,-36.781327557859456,174.47259387248056,1
3669,2011-09-22,MAHOENUI VALLEY RD,603.0,-36.71693817476877,174.64485212372372,2
3670,2009-01-23,MAHOENUI VALLEY RD,357.0,-36.71693817476877,174.64485212372372,2
3671,2009-01-23,MAHOENUI VALLEY RD,299.0,-36.72704542150896,174.66860533984612,1
3672,2011-09-22,MAHOENUI VALLEY RD,56.0,-36.72694546747793,174.66673316155146,1
3673,2012-02-03,MAHURANGI WEST RD,909.0,-36.49087116642201,174.66155919841816,1
3674,2008-07-11,MAHURANGI WEST RD,525.0,-36.491456278523955,174.66226384712974,1
3675,2009-08-14,MAHURANGI WEST RD,626.0,-36.49080917476164,174.6614797289144,2
3676,2010-03-25,MAHURANGI WEST RD,777.0,-36.49080917476164,174.6614797289144,2
3677,2011-07-28,MAHURANGI WEST RD,722.0,-36.49075588356703,174.66142277255327,1
3678,2011-07-28,MAHURANGI WEST RD,613.0,-36.491806094904696,174.66819925986348,1
3679,2009-08-14,MAHURANGI WEST RD,541.0,-36.49211478041319,174.66868592308438,1
3680,2009-08-14,MAHURANGI WEST RD,314.0,-36.50163890587759,174.70842593055573,1
3681,2011-07-29,MAHURANGI WEST RD,251.0,-36.50074946991229,174.70947821809574,1
3682,2008-07-10,MAHURANGI WEST RD,199.0,-36.49989666087483,174.70986139920788,1
3683,2010-04-26,MAINLAND RD,86.0,-36.44088615838039,174.52882324991418,1
3684,2011-02-09,MAIRE RD,429.0,-36.58175668879178,174.67400018380872,1
3685,2009-11-27,MAIRE RD,1041.0,-36.587617987201405,174.67896664161663,1
3686,2010-08-20,MAIRETAHI RD,104.0,-36.566036119071285,174.31937922460475,1
3687,2008-09-23,MAKARAU RD,325.0,-36.54847674700121,174.46960489132164,1
3688,2010-11-25,MAKARAU RD,313.0,-36.54864316639972,174.46853551085084,1
3689,2010-11-25,MAKARAU RD,101.0,-36.55181385191594,174.49627014262504,1
3690,2008-09-23,MAKARAU RD,100.0,-36.55804258689099,174.5190836394705,1
3691,2011-02-03,MANGA RD,723.0,-36.622032252418585,174.68158033417083,1
3692,2009-07-01,MANGAKURA RD,326.0,-36.68787328191043,174.45035008718312,1
3693,2010-08-05,MANGAKURA RD,279.0,-36.689274777612724,174.44999586447034,1
3694,2009-07-01,MANGAKURA RD,237.0,-36.68953748872675,174.44988887190678,1
3695,2012-04-03,MANGAWHAI RD,835.0,-36.236342525868565,174.51222270067137,2
3696,2010-08-17,MANGAWHAI RD,700.0,-36.236342525868565,174.51222270067137,2
3697,2012-04-03,MANGAWHAI RD,1952.0,-36.221455332178095,174.5767745114774,1
3698,2009-07-27,MANGAWHAI RD,1410.0,-36.2216859134936,174.57637862878772,1
3699,2010-08-17,MANGAWHAI RD,1594.0,-36.22093803927836,174.57772089552438,1
3700,2012-04-03,MANGAWHAI RD,1930.0,-36.216332611920535,174.58650579340534,2
3701,2009-07-31,MANGAWHAI RD,1597.0,-36.216332611920535,174.58650579340534,2
3702,2010-08-09,MANGAWHAI RD,1582.0,-36.21552389298178,174.58699006131855,1
3703,2010-08-09,MANGAWHAI RD,1574.0,-36.196544378242116,174.5804676477099,1
3704,2010-08-18,MANGAWHAI RD,1598.0,-36.17357855089999,174.58157393470833,1
3705,2009-07-31,MANGAWHAI RD,1621.0,-36.173705309708325,174.58153200851882,1
3706,2012-04-20,MANGAWHAI RD,2069.0,-36.168997299495345,174.58239352498197,2
3707,2010-07-22,OPAHEKE RD (PAPAKURA) (SW),2625.0,-37.083145018468116,174.9544835080969,1
3708,1992-03-05,STATE HIGHWAY 18 (UPPER HARBOUR DR),14247.0,-36.78549491545387,174.66570337902482,15
3709,1986-12-25,STATE HIGHWAY 18 (UPPER HARBOUR DR),10866.0,-36.78549491545387,174.66570337902482,15
3710,1986-11-11,STATE HIGHWAY 18 (UPPER HARBOUR DR),10866.0,-36.78549491545387,174.66570337902482,15
3711,1986-08-11,STATE HIGHWAY 18 (UPPER HARBOUR DR),9756.0,-36.78549491545387,174.66570337902482,15
3712,1985-08-16,STATE HIGHWAY 18 (UPPER HARBOUR DR),8917.0,-36.78549491545387,174.66570337902482,15
3713,1984-12-04,STATE HIGHWAY 18 (UPPER HARBOUR DR),9105.0,-36.78549491545387,174.66570337902482,15
3714,1984-08-02,STATE HIGHWAY 18 (UPPER HARBOUR DR),7619.0,-36.78549491545387,174.66570337902482,15
3715,1989-02-22,STATE HIGHWAY 18 (UPPER HARBOUR DR),13340.0,-36.78549491545387,174.66570337902482,15
3716,1990-03-07,STATE HIGHWAY 18 (UPPER HARBOUR DR),13104.0,-36.78549491545387,174.66570337902482,15
3717,1991-02-14,STATE HIGHWAY 18 (UPPER HARBOUR DR),13651.0,-36.78549491545387,174.66570337902482,15
3718,1988-03-24,STATE HIGHWAY 18 (UPPER HARBOUR DR),11144.0,-36.78563902199613,174.66506774307254,1
3719,1988-11-15,STATE HIGHWAY 18 (UPPER HARBOUR DR),13007.0,-36.78549491545387,174.66570337902482,15
3720,1991-01-10,STATE HIGHWAY 18 (UPPER HARBOUR DR),13606.0,-36.78549491545387,174.66570337902482,15
3721,1991-01-01,STATE HIGHWAY 18 (UPPER HARBOUR DR),13606.0,-36.78552336045842,174.66560313882385,1
3722,1983-06-11,STATE HIGHWAY 18 (UPPER HARBOUR DR),7969.0,-36.78549491545387,174.66570337902482,15
3723,1982-01-11,STATE HIGHWAY 18 (UPPER HARBOUR DR),7724.0,-36.78549491545387,174.66570337902482,15
3724,1990-01-12,STATE HIGHWAY 18 (UPPER HARBOUR DR),12190.0,-36.78549491545387,174.66570337902482,15
3725,2008-10-17,MONOWAI RD,240.0,-36.565987139957926,174.57510097948918,1
3726,2009-06-13,AVIEMORE DR,15376.0,-36.903463592380476,174.90503083698604,1
3727,2009-06-13,AVIEMORE DR,19313.0,-36.91293248652831,174.90808371262668,1
3728,2011-04-30,HINEMOA ST,6133.0,-36.815029256096494,174.73031023457833,2
3729,2012-05-03,HINEMOA ST,6137.0,-36.815029256096494,174.73031023457833,2
3730,2010-08-23,BEACH RD (EC BAYS),2879.0,-36.76109496754122,174.76628996448773,1
3731,2010-02-19,BEACH RD (EC BAYS),8628.0,-36.746417293951616,174.76105885775982,1
3732,2010-02-19,BEACH RD (EC BAYS),5859.0,-36.72888788315058,174.75053551857238,1
3733,2011-08-25,BEACH RD (EC BAYS),11243.0,-36.720513874789575,174.74257495681832,1
3734,2011-08-25,BEACH RD (EC BAYS),10800.0,-36.71482895224904,174.74300630994733,1
3735,2011-08-25,BEACH RD (EC BAYS),5710.0,-36.70167939346631,174.75150766919867,1
3736,2011-08-01,BEACH RD (EC BAYS),5385.0,-36.69673063061752,174.75274973840894,39
3737,2011-08-08,BEACH RD (EC BAYS),5400.0,-36.69673063061752,174.75274973840894,39
3738,2011-08-15,BEACH RD (EC BAYS),5497.0,-36.69673063061752,174.75274973840894,39
3739,2011-08-22,BEACH RD (EC BAYS),5579.0,-36.69673063061752,174.75274973840894,39
3740,2011-08-29,BEACH RD (EC BAYS),5388.0,-36.69673063061752,174.75274973840894,39
3741,2011-09-05,BEACH RD (EC BAYS),5599.0,-36.69673063061752,174.75274973840894,39
3742,2011-09-12,BEACH RD (EC BAYS),5333.0,-36.69673063061752,174.75274973840894,39
3743,2011-09-26,BEACH RD (EC BAYS),5500.0,-36.69673063061752,174.75274973840894,39
3744,2011-10-03,BEACH RD (EC BAYS),5752.0,-36.69673063061752,174.75274973840894,39
3745,2011-10-10,BEACH RD (EC BAYS),5283.0,-36.69673063061752,174.75274973840894,39
3746,2011-10-17,BEACH RD (EC BAYS),5243.0,-36.69673063061752,174.75274973840894,39
3747,2011-10-24,BEACH RD (EC BAYS),5956.0,-36.69673063061752,174.75274973840894,39
3748,2011-10-31,BEACH RD (EC BAYS),5754.0,-36.69673063061752,174.75274973840894,39
3749,2011-11-07,BEACH RD (EC BAYS),5909.0,-36.69673063061752,174.75274973840894,39
3750,2011-11-14,BEACH RD (EC BAYS),5951.0,-36.69673063061752,174.75274973840894,39
3751,2011-11-21,BEACH RD (EC BAYS),6027.0,-36.69673063061752,174.75274973840894,39
3752,2011-11-28,BEACH RD (EC BAYS),5645.0,-36.69673063061752,174.75274973840894,39
3753,2011-12-05,BEACH RD (EC BAYS),6193.0,-36.69673063061752,174.75274973840894,39
3754,2011-12-12,BEACH RD (EC BAYS),5664.0,-36.69673063061752,174.75274973840894,39
3755,2011-12-19,BEACH RD (EC BAYS),6388.0,-36.69673063061752,174.75274973840894,39
3756,2011-12-26,BEACH RD (EC BAYS),4322.0,-36.69673063061752,174.75274973840894,39
3757,2012-01-02,BEACH RD (EC BAYS),4902.0,-36.69673063061752,174.75274973840894,39
3758,2012-01-09,BEACH RD (EC BAYS),5693.0,-36.69673063061752,174.75274973840894,39
3759,2012-01-16,BEACH RD (EC BAYS),5955.0,-36.69673063061752,174.75274973840894,39
3760,2012-01-23,BEACH RD (EC BAYS),5926.0,-36.69673063061752,174.75274973840894,39
3761,2012-02-27,BEACH RD (EC BAYS),6081.0,-36.69673063061752,174.75274973840894,39
3762,2012-03-05,BEACH RD (EC BAYS),5842.0,-36.69673063061752,174.75274973840894,39
3763,2012-03-12,BEACH RD (EC BAYS),5928.0,-36.69673063061752,174.75274973840894,39
3764,2012-03-19,BEACH RD (EC BAYS),5687.0,-36.69673063061752,174.75274973840894,39
3765,2012-04-02,BEACH RD (EC BAYS),5625.0,-36.69673063061752,174.75274973840894,39
3766,2012-04-09,BEACH RD (EC BAYS),5411.0,-36.69673063061752,174.75274973840894,39
3767,2012-04-16,BEACH RD (EC BAYS),5610.0,-36.69673063061752,174.75274973840894,39
3768,2012-04-23,BEACH RD (EC BAYS),5659.0,-36.69673063061752,174.75274973840894,39
3769,2012-03-26,BEACH RD (EC BAYS),5842.0,-36.69673063061752,174.75274973840894,39
3770,2012-04-30,BEACH RD (EC BAYS),5744.0,-36.69673063061752,174.75274973840894,39
3771,2012-05-07,BEACH RD (EC BAYS),5535.0,-36.69673063061752,174.75274973840894,39
3772,2012-05-14,BEACH RD (EC BAYS),5383.0,-36.69673063061752,174.75274973840894,39
3773,2012-05-21,BEACH RD (EC BAYS),5452.0,-36.69673063061752,174.75274973840894,39
3774,2012-05-28,BEACH RD (EC BAYS),5249.0,-36.69673063061752,174.75274973840894,39
3775,2010-02-25,BEACH RD (EC BAYS),2912.0,-36.69305071017201,174.74984563861776,2
3776,2011-09-02,BEACH RD (EC BAYS),2491.0,-36.69305071017201,174.74984563861776,2
3777,2010-02-24,SANDSTONE RD,6784.0,-36.95046524909558,174.96595540369754,1
3778,2009-08-26,SANDSTONE RD,5652.0,-36.95048382515159,174.9659221917305,1
3779,2010-08-16,SANDSTONE RD,5665.0,-36.95092946201195,174.96513632475296,1
3780,2010-06-25,MURPHYS RD,8203.0,-36.98921237257998,174.91690919446904,1
3781,2009-08-17,MURPHYS RD,7812.0,-36.98911605012528,174.9161764608881,3
3782,2009-11-19,MURPHYS RD,8987.0,-36.98911605012528,174.9161764608881,3
3783,2009-05-16,MURPHYS RD,7988.0,-36.98911605012528,174.9161764608881,3
3784,2010-03-15,MURPHYS RD,9177.0,-36.98310915476148,174.9203398903656,7
3785,2010-06-25,MURPHYS RD,8596.0,-36.98310915476148,174.9203398903656,7
3786,2009-08-17,MURPHYS RD,8104.0,-36.98310915476148,174.9203398903656,7
3787,2009-11-19,MURPHYS RD,9074.0,-36.98310915476148,174.9203398903656,7
3788,2008-05-22,MURPHYS RD,8600.0,-36.98310915476148,174.9203398903656,7
3789,2008-11-20,MURPHYS RD,8538.0,-36.98310915476148,174.9203398903656,7
3790,2009-05-16,MURPHYS RD,8188.0,-36.98310915476148,174.9203398903656,7
3791,2010-03-06,MURPHYS RD,9277.0,-36.97147554734344,174.92354094840923,4
3792,2010-06-25,MURPHYS RD,8658.0,-36.96788963126805,174.92457393500052,1
3793,2009-08-17,MURPHYS RD,8331.0,-36.97147554734344,174.92354094840923,4
3794,2009-11-19,MURPHYS RD,8992.0,-36.97147554734344,174.92354094840923,4
3795,2009-05-16,MURPHYS RD,8450.0,-36.97147554734344,174.92354094840923,4
3796,2011-06-09,MULLINS RD,836.0,-37.032473394420464,174.98656100085557,1
3797,2010-02-24,MONUMENT RD,1107.0,-37.01452902499353,175.04750453248008,4
3798,2010-07-26,MONUMENT RD,919.0,-37.01452902499353,175.04750453248008,4
3799,2008-11-01,MONUMENT RD,928.0,-37.01452902499353,175.04750453248008,4
3800,2009-10-20,MONUMENT RD,872.0,-37.01452902499353,175.04750453248008,4
3801,2008-12-17,NORTH RD,1229.0,-36.90491558703836,175.0687560888722,1
3802,2010-02-24,TOURIST RD,947.0,-37.016823837518956,175.04142937736734,3
3803,2010-07-26,TOURIST RD,917.0,-37.016823837518956,175.04142937736734,3
3804,2008-11-01,TOURIST RD,826.0,-37.020991372154384,175.02544509008942,1
3805,2009-10-20,TOURIST RD,797.0,-37.016823837518956,175.04142937736734,3
3806,2010-03-04,TOURIST RD,563.0,-37.011418842588895,175.05536679486275,1
3807,2011-11-14,BUCKLEY AVE,4656.0,-36.793345464065034,174.65410563073002,1
3808,2008-10-28,BUCKLEY AVE,1294.0,-36.79300176953383,174.6548379236426,1
3809,2009-09-29,PAKURANGA RD (EAST BOUND),16612.0,-36.91090091296515,174.86174455627796,1
3810,2010-08-30,HILL RD (MANUREWA),17106.0,-37.01352434032422,174.90940513959072,1
3811,2011-06-09,MILL RD (ARDMORE),10697.0,-37.024134559059725,174.9431457587277,1
3812,2010-02-21,MILL RD (ARDMORE),11624.0,-37.0386091909564,174.9502941410159,1
3813,2010-03-06,ORAMS RD,12170.0,-37.00831360202739,174.89317000476214,1
3814,2010-03-15,ORAMS RD,11335.0,-37.00687830527619,174.89725884684415,1
3815,2010-08-05,DIORELLA DR,4290.0,-36.985379327442985,174.88896117187528,1
3816,2010-10-14,MILLHOUSE DR,13787.0,-36.919043915585796,174.91756426714713,1
3817,2008-05-22,KILKENNY DR,4232.0,-36.925625241376174,174.92191654168548,1
3818,2010-04-28,KILKENNY DR,4073.0,-36.92644019743303,174.92224011856183,1
3819,2010-10-22,ARTESIA CLOSE,169.0,-36.921474595150826,174.9255392496074,1
3820,2010-10-22,SANTA ANA DR,1119.0,-36.924137476933105,174.9264032852929,1
3821,2008-05-21,ABERFELDY AVE,2198.0,-36.90180531855969,174.9083901100894,1
3822,2009-06-13,ABERFELDY AVE,1481.0,-36.90667552703743,174.90651366288182,1
3823,2009-08-26,SMALES RD,17745.0,-36.943319260995025,174.89605172365228,1
3824,2009-12-20,VALLEY RD (PUKEKOHE),2750.0,-37.187942502908214,174.9166279550343,1
3825,2009-09-07,MIDDLEFIELD DR,5136.0,-36.947924496605076,174.91405461994248,1
3826,2009-06-13,GILLS RD (PAKURANGA),3810.0,-36.89009485398917,174.91749051273197,1
3827,2009-06-13,GILLS RD (PAKURANGA),4798.0,-36.890275184721716,174.9113346374794,1
3828,2010-07-29,WYCHERLEY DR,827.0,-36.88836925640801,174.91271215196159,1
3829,2010-04-28,BAIRDS RD,6582.0,-36.9663150226685,174.87656113969575,1
3830,2009-09-01,BAIRDS RD,5724.0,-36.972736258840115,174.8831442651894,1
3831,2009-09-23,ALEXANDER CRES,1518.0,-36.95120899104037,174.87370851387595,1
3832,2009-06-30,GILBERT RD,2461.0,-36.95626743757549,174.86671210105897,1
3833,2008-06-17,HELLABYS RD,11738.0,-36.95378987758924,174.86032882948322,1
3834,2009-08-26,PRESTON RD,11261.0,-36.96236784216328,174.8884597401556,1
3835,2009-08-26,PRESTON RD,14643.0,-36.97879168908156,174.88379906450228,1
3836,2010-02-13,SANDBROOK AVE,991.0,-36.9728521311315,174.8803837307772,1
3837,2009-08-10,MANGAWHAI RD,1606.0,-36.16889365355394,174.58136859989395,1
3838,2010-08-18,MANGAWHAI RD,1575.0,-36.168997299495345,174.58239352498197,2
3839,2009-08-10,MANGAWHAI RD,1803.0,-36.142793413177465,174.58499005414168,1
3840,2010-09-10,MANGAWHAI RD,1802.0,-36.154754071848465,174.58376349378503,1
3841,2012-04-20,MANGAWHAI RD,2153.0,-36.142291413037945,174.58545785876186,1
3842,2010-10-28,MANUEL RD,99.0,-36.611219062634326,174.6672239766632,1
3843,2008-12-19,MARELLEN DR,1738.0,-36.609695050039065,174.70925283809535,1
3844,2009-09-18,MARELLEN DR,1585.0,-36.61009506175465,174.70901569278325,2
3845,2010-12-14,MARELLEN DR,1730.0,-36.61009506175465,174.70901569278325,2
3846,2011-06-17,MARINERS GR,748.0,-36.43183027930767,174.73865279188422,1
3847,2010-02-18,MARSH RD,41.0,-36.32987138853468,174.39026438121894,1
3848,2010-03-04,MARTIN ACCESS RD,129.0,-36.50324001505326,174.50384291680575,1
3849,2009-02-24,MARTINS BAY RD,769.0,-36.443896471649005,174.74013812799262,1
3850,2011-08-30,MARTINS BAY RD,245.0,-36.45034833972975,174.7605668269841,1
3851,2009-02-16,MARTINS BAY RD,434.0,-36.450362057649286,174.76330075046408,1
3852,2009-08-05,MATATEA RD,116.0,-36.7936252855677,174.4774580494437,2
3853,2009-12-10,MATHESON BAY RD,172.0,-36.29867878158893,174.79559237143815,1
3854,2008-06-10,MATHESON RD (RED BEACH),1955.0,-36.612423515539646,174.7075576484172,1
3855,2008-06-10,MATHESON RD 2 (WELLSFORD),1955.0,-36.292163854659904,174.5254704699219,2
3856,2009-04-07,MATHESON RD 2 (WELLSFORD),2090.0,-36.292163854659904,174.5254704699219,2
3857,2011-02-04,MATHESON RD 2 (WELLSFORD),2502.0,-36.29206867502466,174.52657102062932,1
3858,2010-06-22,MATHESON RD 2 (WELLSFORD),2358.0,-36.292219567734044,174.52463639847852,1
3859,2011-02-04,MATHESON RD 2 (WELLSFORD),1423.0,-36.29321069635162,174.53242830262653,1
3860,2009-04-07,MATHESON RD 2 (WELLSFORD),1152.0,-36.293228578176496,174.53243978796243,1
3861,2010-06-22,MATHESON RD 2 (WELLSFORD),1292.0,-36.29293388463235,174.53222244881388,1
3862,2010-03-11,MATTHEW RD,89.0,-36.43373985479503,174.59480205502808,1
3863,2008-07-07,MATUA RD,206.0,-36.76619276987979,174.51639081895922,1
3864,2009-03-17,MATUA RD,416.0,-36.76332116936375,174.5315706364825,1
3865,2010-09-07,MATUA RD,1691.0,-36.77053576982964,174.54523767414778,1
3866,2008-07-08,MATUA RD,1272.0,-36.77111336582526,174.54587670953606,1
3867,2008-07-07,MATUA RD,1392.0,-36.77117571831676,174.54593398324883,1
3868,2009-03-18,MATUA RD,1501.0,-36.770686927794365,174.5453975677681,1
3869,2010-12-08,MATUA RD,2038.0,-36.77130885229359,174.54609351760513,1
3870,2009-03-18,MATUA RD,1895.0,-36.77157803201656,174.54618855887622,1
3871,2011-03-25,MAUDE ST,279.0,-36.75626873598298,174.59225794504616,1
3872,2008-09-30,MAYGROVE DR,407.0,-36.59367035386187,174.68634136513566,1
3873,2010-11-19,MEIKLE RD,81.0,-36.22049470703764,174.64149216826797,1
3874,2011-09-29,MELANDRA RD,1173.0,-36.62603067867504,174.74759091318091,1
3875,2009-02-06,MELANDRA RD,1594.0,-36.62624365711017,174.74781938204873,1
3876,2009-05-12,MILL FLAT RD,562.0,-36.74410487860111,174.61729682085362,1
3877,2011-07-19,MILL FLAT RD,438.0,-36.744292220206425,174.61611352110643,1
3878,2010-12-01,MILL FLAT RD,105.0,-36.73016698029989,174.60750826755142,1
3879,2009-05-20,MILL FLAT RD,297.0,-36.73016552971528,174.60694832427387,1
3880,2011-12-14,MILTON RD (OREWA),501.0,-36.5957470626952,174.69752049999374,2
3881,2011-12-07,MILTON RD (OREWA),509.0,-36.5957470626952,174.69752049999374,2
3882,2010-05-21,MOANA AVE (OREWA),4003.0,-36.586232267339525,174.6959819749344,1
3883,2011-04-05,MOANA AVE (OREWA),1943.0,-36.58643167611917,174.69527099177273,1
3884,2011-03-28,MOENUI AVE,1977.0,-36.588141132044406,174.69676146749524,1
3885,2008-11-14,MOENUI AVE,1791.0,-36.58837833959974,174.69592834302154,2
3886,2009-02-17,MOENUI AVE,1782.0,-36.58837833959974,174.69592834302154,2
3887,2010-05-18,MOENUI AVE,1736.0,-36.588169597252175,174.69666149283853,1
